"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"|"avgConsumption"
6798|"31-07-2022"|96110.31|"Franni Domone"|"Av 234 No 304 64"|24.518|15.33
6845|"21-07-2022"|64233.01|"Cyndi Boshere"|"Av 061 No 304 30"|10.924|15.8
6764|"10-08-2022"|82271.74|"Dalt Dybald"|"Av 121 No 305 81"|23.986|16.83
6847|"20-08-2022"|58729.19|"Quintana Flannery"|"Av 493 No 306 84"|24.97|21.36
6408|"31-07-2022"|40223.016|"Gladys Godball"|"St 307 No 338 64"|10.261|20.21
6543|"21-07-2022"|75640.19|"Elianora Josupeit"|"Av 454 No 307 96"|12.864|14.37
6746|"10-08-2022"|55486.95|"Jacquette Llewelly"|"Av 957 No 310 28"|16.177|16.35
6266|"20-08-2022"|13389.879|"Shannah Goodricke"|"St 310 No 684 38"|5.693|18.0
6603|"20-08-2022"|52216.53|"Valdemar Kemery"|"Av 037 No 310 78"|22.201|15.19
6765|"30-08-2022"|13053.6|"Karel Beert"|"Av 509 No 311 78"|8.325|15.69
6779|"10-08-2022"|31785.717|"Fania Burton"|"Av 726 No 311 67"|9.267|14.36
6992|"31-07-2022"|76816.125|"Simeon Swedeland"|"Av 225 No 312 35"|19.596|18.5
6660|"21-07-2022"|97278.555|"Chrisse Ondrich"|"Av 480 No 313 07"|16.544|17.24
6283|"10-08-2022"|94509.945|"Glenn Biermatowicz"|"St 314 No 646 35"|27.554|18.36
6253|"31-07-2022"|66459.51|"Osmund Manz"|"St 315 No 224 25"|16.954|14.56
6273|"21-07-2022"|55048.465|"Carola Edgeson"|"St 315 No 441 33"|9.362|14.04
6499|"21-07-2022"|116323.84|"Cammie Shakesbye"|"St 315 No 550 93"|19.783|16.19
6098|"21-07-2022"|148428.6|"Tasha Torrejon"|"St 316 No 823 42"|25.243|17.78
6720|"30-08-2022"|27146.783|"Clementine Emmer"|"Av 179 No 316 90"|17.313|19.59
6657|"21-07-2022"|35920.86|"Rebekkah Belhomme"|"Av 629 No 317 25"|6.109|18.1
6411|"31-07-2022"|73076.45|"Sax Blagdon"|"St 317 No 697 92"|18.642|16.17
6763|"16-07-2022"|136722.89|"Rhonda Kubista"|"Av 874 No 318 50"|21.799|18.66
6946|"16-07-2022"|127986.02|"Darill Wedderburn"|"Av 764 No 318 80"|20.406|18.49
6979|"21-07-2022"|168397.03|"Hanna Sabater"|"Av 643 No 318 42"|28.639|18.62
6115|"21-07-2022"|50062.234|"Cheslie Payne"|"St 318 No 619 61"|8.514|16.58
6279|"31-07-2022"|82296.27|"Lynna Pallent"|"St 318 No 315 42"|20.994|18.46
6597|"21-07-2022"|164522.12|"Fairfax Gye"|"Av 430 No 319 17"|27.98|18.82
6514|"21-07-2022"|103387.87|"Eberto Becks"|"Av 536 No 319 91"|17.583|21.46
6647|"30-08-2022"|43094.91|"Hillel Jorin"|"Av 838 No 319 93"|27.484|21.07
6179|"10-08-2022"|64795.94|"Richy Van Saltsberg"|"St 320 No 557 31"|18.891|17.78
6104|"30-08-2022"|17909.695|"Paxon Kordova"|"St 320 No 158 84"|11.422|16.09
6932|"16-07-2022"|71080.35|"Faydra Soloway"|"Av 051 No 320 32"|11.333|16.6
6728|"30-08-2022"|40661.375|"Donnamarie Crosfield"|"Av 841 No 321 95"|25.932|16.32
6205|"16-07-2022"|178419.02|"Arlina Leachman"|"St 324 No 278 14"|28.447|20.21
6553|"30-08-2022"|10562.048|"Towney Goodlett"|"Av 137 No 324 04"|6.736|18.01
6632|"30-08-2022"|32725.729|"Belita Lantiff"|"Av 788 No 327 53"|20.871|17.65
6042|"31-07-2022"|27761.37|"Eolande Drummond"|"St 327 No 893 58"|7.082|16.63
6078|"31-07-2022"|74840.445|"Jaclyn Rittelmeyer"|"St 328 No 818 19"|19.092|15.95
6527|"31-07-2022"|56753.613|"Jannelle Spira"|"Av 417 No 330 71"|14.478|18.59
6920|"20-08-2022"|41096.32|"Jaclin Kleyn"|"Av 205 No 331 44"|17.473|18.59
6893|"20-08-2022"|49255.375|"Harris Shillitoe"|"Av 298 No 332 42"|20.942|16.07
6483|"10-08-2022"|48071.31|"Louisa Cowey"|"St 336 No 493 74"|14.015|17.81
6560|"31-07-2022"|70414.78|"Rodd Durbridge"|"Av 002 No 337 32"|17.963|17.89
6134|"21-07-2022"|85965.45|"Patty Coull"|"St 338 No 064 71"|14.62|18.07
6467|"30-08-2022"|23733.248|"Annmarie Lehenmann"|"St 339 No 507 35"|15.136|17.73
6718|"20-08-2022"|22590.863|"Elinor Jager"|"Av 351 No 340 12"|9.605|17.12
6198|"30-08-2022"|9210.432|"Janna Cowwell"|"St 342 No 186 61"|5.874|15.23
6744|"20-08-2022"|32356.326|"Clemmie Dolman"|"Av 057 No 342 68"|13.757|15.71
6423|"10-08-2022"|95820.2|"Felice Brotherheed"|"St 343 No 443 16"|27.936|18.53
6674|"20-08-2022"|62101.945|"Alleyn Clemenzo"|"Av 742 No 343 04"|26.404|19.02
6759|"20-08-2022"|68365.3|"Romona Saint"|"Av 384 No 346 80"|29.067|14.36
6649|"20-08-2022"|42378.156|"Flossie Rhodes"|"Av 026 No 346 81"|18.018|16.46
6576|"30-08-2022"|44578.24|"Jeni Fanton"|"Av 104 No 348 45"|28.43|18.94
6372|"20-08-2022"|38796.074|"Rabbi Veivers"|"St 350 No 652 99"|16.495|13.99
6793|"31-07-2022"|86016.34|"Orran Wilfling"|"Av 735 No 351 66"|21.943|17.69
6619|"20-08-2022"|18663.041|"Ellis Lafflin"|"Av 677 No 354 82"|7.935|16.02
6069|"21-07-2022"|120733.836|"Siffre Guterson"|"St 358 No 385 05"|20.533|16.8
6414|"31-07-2022"|104542.21|"Eadith Lanfare"|"St 363 No 216 82"|26.669|18.98
6394|"10-08-2022"|17901.117|"Way Studdeard"|"St 364 No 099 67"|5.219|14.7
6120|"20-08-2022"|33586.418|"Lynnet Wallett"|"St 365 No 177 03"|14.28|13.11
6147|"16-07-2022"|47046.12|"Stanislaus Fendlen"|"St 365 No 907 87"|7.501|16.2
6195|"21-07-2022"|47151.64|"Sigismund Minmagh"|"St 367 No 682 11"|8.019|15.57
6676|"30-08-2022"|16660.0|"Dasie Laraway"|"Av 321 No 368 10"|10.625|14.17
6919|"10-08-2022"|68442.02|"Lanna McCloughlin"|"Av 467 No 369 85"|19.954|15.5
6263|"20-08-2022"|13131.16|"Tomaso Tweddle"|"St 370 No 633 84"|5.583|15.68
6058|"16-07-2022"|50928.477|"Carlyn Devinn"|"St 373 No 167 16"|8.12|20.6
6510|"21-07-2022"|139449.84|"Tomaso Owain"|"Av 929 No 373 43"|23.716|16.73
6730|"20-08-2022"|41444.414|"Hilary Kenson"|"Av 599 No 374 56"|17.621|15.53
6304|"21-07-2022"|54642.746|"Jemima Oakenfull"|"St 374 No 514 74"|9.293|18.12
6921|"16-07-2022"|105921.195|"Rosaline Flack"|"Av 392 No 374 86"|16.888|17.86
6003|"16-07-2022"|88058.6|"Jarid Parlour"|"St 374 No 360 66"|14.04|17.86
6378|"10-08-2022"|34413.09|"Deena Bowdery"|"St 374 No 195 16"|10.033|18.1
6026|"31-07-2022"|81061.48|"Naoma Wardingly"|"St 378 No 968 75"|20.679|16.33
6757|"30-08-2022"|40186.273|"Giffer Beagles"|"Av 502 No 379 41"|25.629|14.85
6627|"31-07-2022"|52520.027|"Gunilla Delyth"|"Av 897 No 380 43"|13.398|19.59
6572|"21-07-2022"|141331.44|"Pattin De Ruggero"|"Av 873 No 381 62"|24.036|15.48
6586|"30-08-2022"|9705.92|"Tammy Skellorne"|"Av 932 No 381 87"|6.19|14.91
6390|"21-07-2022"|149933.86|"Sarita Halversen"|"St 386 No 301 27"|25.499|19.09
6087|"20-08-2022"|14114.292|"Bondon Weeden"|"St 387 No 594 42"|6.001|19.38
6551|"16-07-2022"|132100.44|"Sascha Keyte"|"Av 316 No 388 56"|21.062|18.04
6731|"20-08-2022"|21254.934|"Ossie Dowtry"|"Av 692 No 390 42"|9.037|21.82
6491|"10-08-2022"|19403.453|"Giorgia Aizlewood"|"St 396 No 810 62"|5.657|14.43
6095|"30-08-2022"|22057.057|"Joela Taree"|"St 396 No 448 58"|14.067|16.66
6787|"10-08-2022"|69608.22|"Angelique Balls"|"Av 446 No 396 62"|20.294|16.69
6866|"10-08-2022"|98324.09|"Danette Chill"|"Av 461 No 397 05"|28.666|17.72
6738|"31-07-2022"|77172.84|"Boone Semper"|"Av 809 No 397 34"|19.687|20.78
6583|"10-08-2022"|87392.72|"Harman Balaizot"|"Av 824 No 397 66"|25.479|16.63
6242|"16-07-2022"|73783.57|"Der Rickeard"|"St 399 No 358 20"|11.764|15.61
6945|"31-07-2022"|94448.24|"Tab Stebbings"|"Av 581 No 400 39"|24.094|16.34
6735|"20-08-2022"|31733.049|"Erinna Devaney"|"Av 372 No 400 05"|13.492|17.11
6725|"30-08-2022"|31325.504|"Linnet Gittis"|"Av 302 No 401 80"|19.978|17.23
6030|"21-07-2022"|137468.28|"Shepherd Skough"|"St 401 No 454 94"|23.379|16.37
6254|"21-07-2022"|37285.016|"Hasheem Beasley"|"St 402 No 057 65"|6.341|16.24
6107|"21-07-2022"|48374.676|"Filippa Dudlestone"|"St 403 No 344 26"|8.227|15.79
6784|"10-08-2022"|77294.83|"Felicity Emerine"|"Av 786 No 404 36"|22.535|17.92
6952|"16-07-2022"|62305.848|"Giuseppe Burkart"|"Av 622 No 404 18"|9.934|15.24
6376|"30-08-2022"|15850.912|"Joel Ahmad"|"St 405 No 905 04"|10.109|20.58
6770|"30-08-2022"|46902.016|"Agnesse Blazhevich"|"Av 076 No 407 61"|29.912|22.64
6201|"30-08-2022"|9741.984|"Cati Nayer"|"St 408 No 980 11"|6.213|14.91
6335|"30-08-2022"|15479.296|"Lorelei Sanger"|"St 409 No 621 91"|9.872|10.92
6644|"31-07-2022"|57862.973|"Teressa Danilishin"|"Av 954 No 409 33"|14.761|14.29
6050|"10-08-2022"|80100.555|"Rahal Petrusch"|"St 414 No 371 50"|23.353|18.87
6070|"30-08-2022"|41067.49|"Teddy Stanyforth"|"St 417 No 074 99"|26.191|17.27
6897|"21-07-2022"|161005.89|"Pernell Kuschke"|"Av 794 No 417 89"|27.382|20.24
6379|"30-08-2022"|9436.224|"Ainsley Filippo"|"St 419 No 796 11"|6.018|12.27
6053|"20-08-2022"|49697.547|"Lev Frenzl"|"St 419 No 804 79"|21.13|21.72
6239|"21-07-2022"|160417.89|"Ambrose Heugh"|"St 419 No 859 65"|27.282|18.95
6102|"20-08-2022"|48942.56|"Baxie Kneeland"|"St 421 No 580 57"|20.809|18.34
6319|"31-07-2022"|95051.914|"Rudolfo Bonin"|"St 422 No 676 49"|24.248|17.69
6566|"30-08-2022"|45454.754|"Ernaline Dillicate"|"Av 636 No 426 55"|28.989|19.47
6306|"10-08-2022"|29233.805|"Antoinette Kapelhoff"|"St 427 No 773 95"|8.523|15.05
6178|"20-08-2022"|13361.655|"Kaylee Magwood"|"St 427 No 936 94"|5.681|18.98
6502|"21-07-2022"|150874.66|"Lanie Walsh"|"Av 297 No 428 56"|25.659|16.07
6778|"16-07-2022"|176606.4|"Dawna Raiman"|"Av 188 No 428 78"|28.158|17.2
6150|"20-08-2022"|69844.695|"Katuscha Djorvic"|"St 428 No 154 17"|29.696|21.12
6320|"30-08-2022"|42444.19|"Cathlene Kluge"|"St 429 No 572 80"|27.069|18.96
6665|"31-07-2022"|68329.34|"Brandyn Skirrow"|"Av 640 No 429 72"|17.431|18.79
6057|"30-08-2022"|36184.734|"Bambi Fallis"|"St 429 No 753 74"|23.077|16.24
6705|"21-07-2022"|51502.832|"Gaston Deme"|"Av 952 No 429 73"|8.759|16.55
6851|"16-07-2022"|134571.61|"Rochella Bonaire"|"Av 491 No 430 93"|21.456|20.05
6692|"10-08-2022"|19170.215|"Clerc Treleven"|"Av 480 No 430 78"|5.589|16.07
6416|"20-08-2022"|24839.367|"Lorie Firbank"|"St 430 No 436 26"|10.561|15.35
6975|"21-07-2022"|133299.38|"Halie Lovart"|"Av 850 No 434 89"|22.67|18.81
6671|"20-08-2022"|19773.18|"Waverley Drover"|"Av 988 No 437 40"|8.407|16.36
6402|"20-08-2022"|61048.254|"Marillin Kinsett"|"St 439 No 613 74"|25.956|21.31
6565|"21-07-2022"|153861.7|"Maryjane Alelsandrovich"|"Av 456 No 440 55"|26.167|14.63
6093|"31-07-2022"|47541.64|"Jewell Lassell"|"St 443 No 269 78"|12.128|16.14
6663|"10-08-2022"|99754.4|"Bennett Heindrich"|"Av 270 No 443 04"|29.083|16.82
6171|"16-07-2022"|80758.016|"Vern Connichie"|"St 443 No 776 07"|12.876|18.72
6594|"30-08-2022"|24376.129|"Laughton Gorgen"|"Av 216 No 444 30"|15.546|17.87
6591|"31-07-2022"|60054.246|"Gary Babidge"|"Av 826 No 446 04"|15.32|17.53
6623|"10-08-2022"|76361.87|"Costa Phillimore"|"Av 467 No 446 52"|22.263|16.78
6329|"21-07-2022"|159971.02|"Guillermo Brunker"|"St 447 No 005 22"|27.206|14.62
6420|"16-07-2022"|103594.3|"Ninetta Chattock"|"St 447 No 898 79"|16.517|15.42
6477|"20-08-2022"|12987.688|"Olivero Whistlecraft"|"St 448 No 360 07"|5.522|14.55
6639|"10-08-2022"|73617.875|"Odetta Wisham"|"Av 207 No 448 84"|21.463|13.79
6351|"21-07-2022"|161582.12|"Ashley Alflat"|"St 449 No 104 01"|27.48|20.25
6747|"10-08-2022"|84919.695|"Olenolin Clac"|"Av 489 No 450 33"|24.758|18.43
6622|"16-07-2022"|50357.727|"Sondra Paik"|"Av 270 No 451 69"|8.029|19.83
6785|"30-08-2022"|34027.168|"Heddi Skewes"|"Av 804 No 451 37"|21.701|15.71
6640|"21-07-2022"|115982.805|"Delaney Chittenden"|"Av 220 No 452 00"|19.725|22.31
6493|"30-08-2022"|8426.432|"Binny Vivian"|"St 453 No 914 95"|5.374|16.01
6036|"16-07-2022"|108210.47|"Neddie Enders"|"St 453 No 937 40"|17.253|19.49
6089|"30-08-2022"|42359.52|"Lane Follan"|"St 454 No 373 95"|27.015|17.62
6805|"30-08-2022"|38607.297|"Eric Roddell"|"Av 132 No 455 51"|24.622|19.87
6729|"31-07-2022"|65836.234|"Verna Giannotti"|"Av 822 No 455 64"|16.795|19.43
6957|"21-07-2022"|120904.35|"Petronella Probat"|"Av 714 No 456 08"|20.562|18.88
6289|"16-07-2022"|83963.0|"Bevvy Sumpton"|"St 456 No 289 81"|13.387|17.92
6194|"21-07-2022"|83942.734|"Gamaliel Verring"|"St 457 No 457 50"|14.276|16.55
6243|"31-07-2022"|37921.984|"Brodie Laye"|"St 458 No 918 06"|9.674|20.63
6096|"16-07-2022"|36038.797|"Ximenez Moulder"|"St 459 No 345 82"|5.746|16.24
6571|"20-08-2022"|24806.44|"Dorotea McAw"|"Av 988 No 460 93"|10.547|19.37
6294|"21-07-2022"|42230.09|"Gillan Avo"|"St 460 No 185 61"|7.182|17.81
6074|"10-08-2022"|36320.164|"Bron Coal"|"St 461 No 683 32"|10.589|17.42
6083|"10-08-2022"|89941.195|"Ali Cooch"|"St 462 No 828 53"|26.222|18.9
6993|"31-07-2022"|37216.387|"Kelci Spensly"|"Av 834 No 463 57"|9.494|19.29
6185|"31-07-2022"|111453.16|"Marrissa Slocombe"|"St 464 No 066 42"|28.432|19.2
6012|"20-08-2022"|60810.703|"Yvonne Cambden"|"St 466 No 935 36"|25.855|16.18
6332|"21-07-2022"|78974.15|"Tatiania Bougen"|"St 467 No 008 00"|13.431|16.69
6745|"10-08-2022"|91591.02|"Waylen Giannazzi"|"Av 507 No 467 90"|26.703|18.2
6943|"16-07-2022"|79898.75|"Ginny Flay"|"Av 536 No 469 39"|12.739|20.7
6715|"10-08-2022"|82847.98|"Margie Strangward"|"Av 607 No 469 73"|24.154|20.59
6284|"21-07-2022"|60393.38|"Marinna Mathieson"|"St 470 No 839 77"|10.271|19.81
6291|"10-08-2022"|64631.3|"Leonora Tuohy"|"St 470 No 771 80"|18.843|17.56
6377|"10-08-2022"|56550.246|"Mirna Putman"|"St 471 No 156 89"|16.487|19.83
6287|"21-07-2022"|163945.88|"Ramon Zamorrano"|"St 472 No 722 56"|27.882|18.71
6060|"16-07-2022"|186403.25|"Dirk Branchflower"|"St 473 No 349 98"|29.72|18.99
6573|"31-07-2022"|88501.62|"Lettie Cuttles"|"Av 146 No 474 45"|22.577|17.27
6028|"10-08-2022"|74111.8|"Tadd Tomasi"|"St 475 No 292 15"|21.607|17.41
6761|"31-07-2022"|22716.342|"Arlen Peplay"|"Av 571 No 475 93"|5.795|14.42
6020|"10-08-2022"|91254.88|"Jean Clegg"|"St 476 No 424 44"|26.605|18.78
6066|"10-08-2022"|40967.8|"Wakefield Alcalde"|"St 477 No 403 56"|11.944|16.81
6040|"20-08-2022"|32546.838|"Maryann Pugh"|"St 479 No 808 47"|13.838|16.08
6189|"21-07-2022"|169590.67|"Silvan Alywen"|"St 480 No 327 49"|28.842|17.11
6629|"21-07-2022"|137921.05|"Claudia Paxeford"|"Av 157 No 481 47"|23.456|14.8
6249|"16-07-2022"|96017.74|"Willis McGloughlin"|"St 481 No 223 12"|15.309|17.73
6590|"20-08-2022"|56713.535|"Rebecka Emmott"|"Av 850 No 484 63"|24.113|17.81
6381|"30-08-2022"|20724.256|"Bailie Glentz"|"St 485 No 921 23"|13.217|16.98
6648|"30-08-2022"|19159.393|"Yankee Koppel"|"Av 204 No 486 61"|12.219|20.11
6349|"20-08-2022"|32476.277|"Margarete Cansdale"|"St 487 No 481 78"|13.808|17.11
6219|"10-08-2022"|79599.78|"Vonnie Elwood"|"St 487 No 681 75"|23.207|15.64
6043|"20-08-2022"|22012.273|"Melosa Baistow"|"St 488 No 901 27"|9.359|16.8
6509|"20-08-2022"|63920.03|"Aggi Castledine"|"Av 527 No 490 78"|27.177|18.02
6046|"20-08-2022"|20662.232|"Robbyn Girodier"|"St 490 No 440 23"|8.785|19.08
6399|"30-08-2022"|20973.568|"Dannie Trenaman"|"St 491 No 296 51"|13.376|19.39
6334|"30-08-2022"|33998.945|"Estel Juszczyk"|"St 491 No 657 44"|21.683|15.98
6607|"10-08-2022"|46531.246|"Johanna Ambrogioni"|"Av 114 No 492 14"|13.566|18.97
6447|"31-07-2022"|114687.15|"Cynthy Spyby"|"St 493 No 343 17"|29.257|16.04
6558|"10-08-2022"|43444.254|"Doyle Aldrich"|"Av 608 No 494 46"|12.666|19.96
6409|"21-07-2022"|165639.31|"Darlleen Pandey"|"St 496 No 304 71"|28.17|20.54
6595|"21-07-2022"|163716.56|"Gabbie Golborne"|"Av 755 No 497 95"|27.843|17.66
6238|"21-07-2022"|126531.51|"Giffy Southers"|"St 500 No 473 76"|21.519|17.7
6462|"31-07-2022"|85890.9|"Josee Stedman"|"St 501 No 256 81"|21.911|16.19
6882|"31-07-2022"|77960.76|"Chad Dey"|"Av 400 No 501 24"|19.888|14.53
6600|"30-08-2022"|45606.848|"Grazia Buterton"|"Av 966 No 503 79"|29.086|17.68
6445|"30-08-2022"|38160.414|"Daffy Shankland"|"St 505 No 401 60"|24.337|17.88
6741|"30-08-2022"|42942.816|"Lida Terney"|"Av 740 No 505 60"|27.387|16.9
6743|"21-07-2022"|65062.09|"Dannye Gristock"|"Av 994 No 506 42"|11.065|17.99
6739|"31-07-2022"|91778.73|"Jacenta Beelby"|"Av 686 No 506 77"|23.413|16.21
6879|"30-08-2022"|22910.049|"Reginauld Selley"|"Av 626 No 507 99"|14.611|19.08
6371|"21-07-2022"|109567.734|"Kandace Stuke"|"St 507 No 774 37"|18.634|20.81
6224|"10-08-2022"|85615.98|"Babita Labrone"|"St 508 No 745 15"|24.961|18.68
6955|"21-07-2022"|72929.516|"Mahmud Leverington"|"Av 678 No 510 89"|12.403|18.19
6634|"20-08-2022"|27367.756|"Baudoin Radmore"|"Av 566 No 510 64"|11.636|15.33
6341|"16-07-2022"|38096.008|"Thorny Jeanon"|"St 511 No 627 28"|6.074|19.07
6976|"20-08-2022"|25227.445|"Packston Deme"|"Av 653 No 512 97"|10.726|16.36
6162|"10-08-2022"|79459.15|"Shane Manterfield"|"St 513 No 015 15"|23.166|17.04
6853|"30-08-2022"|41550.434|"Jacinthe Lamy"|"Av 158 No 513 44"|26.499|14.93
6350|"30-08-2022"|24543.904|"Derril Hunnicutt"|"St 514 No 963 08"|15.653|19.19
6832|"20-08-2022"|67440.96|"Bentley Smithson"|"Av 128 No 514 34"|28.674|17.3
6987|"21-07-2022"|148669.67|"Bernardo Moukes"|"Av 377 No 516 00"|25.284|17.69
6490|"20-08-2022"|37772.96|"Sibel Bodman"|"St 517 No 314 94"|16.06|19.57
6675|"31-07-2022"|96380.8|"Bernarr Dresse"|"Av 963 No 519 79"|24.587|15.83
6542|"10-08-2022"|47913.53|"Thomas Attewill"|"Av 446 No 520 45"|13.969|17.26
6723|"30-08-2022"|42350.113|"Valdemar Cornelissen"|"Av 850 No 521 65"|27.009|18.87
6843|"30-08-2022"|42226.24|"Bartlett McKern"|"Av 373 No 522 58"|26.93|18.74
6950|"16-07-2022"|54133.46|"Jaclyn Steane"|"Av 078 No 523 03"|8.631|16.5
6365|"10-08-2022"|47961.55|"Lanae Jakuszewski"|"St 523 No 917 06"|13.983|21.02
6177|"20-08-2022"|32579.766|"Amalita Reaper"|"St 525 No 220 57"|13.852|15.98
6697|"16-07-2022"|93320.79|"Yelena Detheridge"|"Av 353 No 525 48"|14.879|10.09
6522|"30-08-2022"|29726.145|"Garland Gillbanks"|"Av 857 No 526 59"|18.958|20.51
6917|"30-08-2022"|9503.648|"Aubrie Thomassen"|"Av 276 No 528 70"|6.061|18.61
6290|"30-08-2022"|40372.863|"Fleming Braams"|"St 530 No 121 36"|25.748|17.39
6535|"31-07-2022"|83127.305|"Ladonna Bedrosian"|"Av 187 No 531 08"|21.206|17.62
6908|"20-08-2022"|27452.428|"Shanon Haworth"|"Av 395 No 531 17"|11.672|17.69
6478|"16-07-2022"|153406.36|"Lyndsay Garrat"|"St 533 No 067 82"|24.459|17.26
6972|"21-07-2022"|107074.62|"Ruthe MacGaughey"|"Av 582 No 533 79"|18.21|18.0
6679|"10-08-2022"|36416.203|"Winifred McCoughan"|"Av 803 No 534 10"|10.617|19.47
6269|"21-07-2022"|56412.625|"Nicol Byas"|"St 534 No 213 32"|9.594|19.17
6960|"20-08-2022"|23578.7|"Caye Stancer"|"Av 316 No 535 12"|10.025|18.32
6227|"16-07-2022"|146325.3|"Sterne Argyle"|"St 536 No 643 81"|23.33|22.62
6311|"21-07-2022"|68490.125|"Des Gustus"|"St 536 No 121 26"|11.648|15.61
6216|"16-07-2022"|107520.555|"Krystyna Vickors"|"St 538 No 134 16"|17.143|18.31
6749|"10-08-2022"|52509.72|"Danni McGurn"|"Av 480 No 539 72"|15.309|17.97
6752|"21-07-2022"|73464.59|"Catharina de Guise"|"Av 769 No 540 41"|12.494|14.64
6562|"31-07-2022"|106972.61|"Leela Piggott"|"Av 075 No 541 91"|27.289|17.13
6869|"16-07-2022"|182959.92|"Ad Swadden"|"Av 596 No 541 23"|29.171|21.42
6724|"10-08-2022"|86641.55|"Michel Yeowell"|"Av 844 No 541 73"|25.26|16.94
6017|"21-07-2022"|71953.44|"Ernesta Muccino"|"St 542 No 820 61"|12.237|18.58
6790|"31-07-2022"|114212.83|"Ciel Jacqueminet"|"Av 340 No 542 02"|29.136|18.3
6122|"21-07-2022"|40577.812|"Roseanna Seiter"|"St 545 No 023 46"|6.901|17.78
6226|"31-07-2022"|82425.63|"Mead Attwool"|"St 546 No 898 44"|21.027|15.29
6250|"10-08-2022"|62254.32|"Venita Jillis"|"St 548 No 031 19"|18.15|17.45
6631|"20-08-2022"|28997.686|"Marji Peirson"|"Av 617 No 550 55"|12.329|18.02
6121|"31-07-2022"|108289.73|"Catharine Shakeshaft"|"St 551 No 418 24"|27.625|19.76
6916|"21-07-2022"|63009.973|"Andreana Le Surf"|"Av 881 No 552 17"|10.716|19.66
6382|"10-08-2022"|37335.44|"Mickie Swatman"|"St 554 No 127 16"|10.885|19.34
6887|"21-07-2022"|50315.074|"Fairleigh Andreotti"|"Av 860 No 555 78"|8.557|13.78
6756|"21-07-2022"|160952.97|"Sheeree Abate"|"Av 175 No 557 46"|27.373|16.14
6393|"16-07-2022"|123595.64|"Bryn Rotchell"|"St 558 No 346 81"|19.706|17.41
6173|"21-07-2022"|135192.73|"Annissa Phelipeaux"|"St 558 No 118 04"|22.992|17.18
6574|"21-07-2022"|74581.8|"Merrily Arsnell"|"Av 523 No 559 44"|12.684|19.01
6085|"10-08-2022"|64576.42|"Terrell Marten"|"St 559 No 689 31"|18.827|18.7
6202|"20-08-2022"|46482.38|"Saraann Peterffy"|"St 567 No 492 93"|19.763|15.69
6740|"21-07-2022"|89311.17|"Markus Bissiker"|"Av 696 No 567 67"|15.189|19.14
6450|"10-08-2022"|87920.94|"Lorraine Dionis"|"St 567 No 937 29"|25.633|17.74
6877|"20-08-2022"|59451.25|"Moss Bewlay"|"Av 990 No 567 64"|25.277|19.23
6680|"31-07-2022"|37098.785|"Bili Trousdell"|"Av 132 No 568 44"|9.464|15.33
6546|"30-08-2022"|10405.248|"Inesita Quenby"|"Av 152 No 569 51"|6.636|16.8
6767|"16-07-2022"|162162.05|"Martino Raise"|"Av 235 No 569 95"|25.855|21.99
6662|"30-08-2022"|36197.28|"Bobby Ioan"|"Av 965 No 570 85"|23.085|21.35
6857|"31-07-2022"|31994.959|"Haydon Igglesden"|"Av 753 No 570 74"|8.162|13.27
6538|"31-07-2022"|83958.34|"Drucill Collinson"|"Av 072 No 573 23"|21.418|17.34
6531|"31-07-2022"|75655.805|"Worth Carrabot"|"Av 714 No 573 20"|19.3|15.69
6233|"16-07-2022"|161547.39|"Fina Tibald"|"St 574 No 968 03"|25.757|16.47
6782|"10-08-2022"|30012.412|"Elias Blagbrough"|"Av 239 No 575 92"|8.75|19.28
6258|"10-08-2022"|97332.83|"Leigh Haitlie"|"St 575 No 851 34"|28.377|20.34
6548|"31-07-2022"|74805.17|"Allard D'Aguanno"|"Av 960 No 576 94"|19.083|17.54
6160|"10-08-2022"|92469.1|"Myrtie Adelberg"|"St 577 No 385 42"|26.959|15.08
6686|"20-08-2022"|26556.318|"Stanton Greenin"|"Av 851 No 577 08"|11.291|19.1
6424|"10-08-2022"|86679.27|"Lisha Fishbourn"|"St 577 No 989 76"|25.271|17.25
6343|"20-08-2022"|16322.811|"Kerrill Gagin"|"St 578 No 164 46"|6.94|18.05
6388|"20-08-2022"|49173.055|"Kevin Sparham"|"St 579 No 070 64"|20.907|21.28
6175|"31-07-2022"|96020.16|"Byrom De Domenico"|"St 581 No 449 73"|24.495|18.26
6504|"10-08-2022"|63437.664|"Elfrieda Handlin"|"Av 933 No 581 20"|18.495|17.2
6682|"30-08-2022"|36837.023|"Berry Rouke"|"Av 293 No 582 83"|23.493|14.17
6582|"30-08-2022"|11462.08|"Lorens Percy"|"Av 282 No 583 17"|7.31|18.48
6587|"16-07-2022"|119569.02|"Tedie Phuprate"|"Av 946 No 584 46"|19.064|17.52
6079|"16-07-2022"|54321.617|"Jeffie Rodenhurst"|"St 586 No 232 71"|8.661|16.39
6005|"10-08-2022"|20614.24|"Liva Mansel"|"St 590 No 276 64"|6.01|19.79
6154|"10-08-2022"|22915.764|"Dori Offord"|"St 591 No 243 11"|6.681|18.31
6039|"20-08-2022"|51407.445|"Xaviera Euston"|"St 591 No 940 52"|21.857|18.45
6806|"31-07-2022"|108462.2|"Cameron Melby"|"Av 955 No 591 89"|27.669|17.78
6129|"31-07-2022"|73974.13|"Efren Mobberley"|"St 594 No 741 60"|18.871|18.56
