"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"|"avgConsumption"|"last"
17775|"21-04-2022"|158812.66|"Auria Foster"|"Av 123 No 241 53"|27.009|22.08|"25,685 14,83 25,712"
17967|"16-04-2022"|106353.97|"Marcie Thornley"|"Av 282 No 241 10"|16.957|14.06|"8,198 17,174 16,799"
17231|"21-05-2022"|13594.502|"Casie Blagburn"|"Av 842 No 241 57"|5.78|22.34|"18,125 24,245 24,645"
17010|"31-05-2022"|35645.344|"Beale Tinto"|"St 242 No 758 55"|22.733|21.41|"27,771 16,294 20,153"
17190|"21-05-2022"|31686.01|"Angus Wrankling"|"St 242 No 558 57"|13.472|19.14|"18,187 22,732 16,507"
17943|"16-04-2022"|49605.09|"Billy Karlolczak"|"Av 372 No 243 94"|7.909|16.18|"25,45 15,095 8,004"
17563|"01-05-2022"|105067.49|"Emily Corrison"|"Av 592 No 243 35"|26.803|15.27|"16,405 15,332 14,073"
17626|"01-05-2022"|81151.63|"Arlan Paxton"|"St 243 No 949 23"|20.702|19.57|"12,29 28,29 18,121"
17072|"31-05-2022"|17671.36|"Susanne Peete"|"Av 551 No 245 12"|11.27|18.67|"18,507 29,593 7,915"
17536|"01-05-2022"|64405.438|"Hildagard McAuliffe"|"St 246 No 452 04"|16.43|19.17|"11,095 26,47 19,938"
17071|"31-05-2022"|44905.953|"Aloisia Gautrey"|"St 246 No 200 72"|28.639|23.7|"22,34 23,91 24,863"
17175|"21-05-2022"|40268.42|"Tammy Tippell"|"Av 830 No 248 89"|17.121|15.8|"21,53 15,559 10,321"
17150|"31-05-2022"|15593.76|"Rockey Ragborne"|"Av 806 No 248 22"|9.945|14.47|"18,064 13,442 11,913"
17529|"01-05-2022"|31599.04|"Ginnifer Riccardi"|"Av 274 No 249 65"|8.061|18.85|"13,003 24,915 18,637"
17387|"11-05-2022"|69471.016|"Micheil Shimwall"|"St 249 No 752 63"|20.254|19.47|"19,033 11,465 27,917"
17633|"01-05-2022"|80030.516|"Georgeta Cudby"|"St 252 No 935 91"|20.416|13.49|"19,438 11,906 9,137"
17392|"11-05-2022"|28084.758|"Ortensia Willgress"|"St 253 No 199 59"|8.188|18.56|"13,583 14,113 27,974"
17601|"01-05-2022"|63793.918|"Berte Constance"|"St 253 No 911 84"|16.274|9.38|"7,183 11,933 9,028"
17870|"16-04-2022"|91878.234|"Kellen Lean"|"Av 784 No 254 49"|14.649|15.92|"12,868 5,364 29,536"
17926|"16-04-2022"|64225.074|"Kass Kenefick"|"St 254 No 081 28"|10.24|11.37|"5,949 21,929 6,229"
17073|"31-05-2022"|45627.23|"Ardis Bradock"|"St 255 No 169 30"|29.099|21.3|"9,764 26,332 27,813"
17182|"21-05-2022"|53340.78|"Philly Renals"|"Av 676 No 256 80"|22.679|12.09|"10,715 18,806 6,755"
17817|"21-04-2022"|30011.469|"Axel Lenin"|"St 257 No 604 55"|5.104|16.6|"22,36 12,209 15,218"
17120|"31-05-2022"|42398.72|"Merrie Dufour"|"Av 069 No 258 35"|27.04|9.86|"12,353 6,043 11,179"
17157|"31-05-2022"|8733.76|"Dukey Prendergast"|"Av 193 No 259 77"|5.57|15.97|"15,793 9,075 23,05"
17019|"31-05-2022"|35044.8|"Adlai Perview"|"Av 416 No 259 92"|22.35|22.06|"25,332 14,389 26,444"
17020|"31-05-2022"|9892.512|"Abdel Kendle"|"Av 969 No 260 52"|6.309|18.22|"20,57 28,305 5,776"
17923|"16-04-2022"|106836.91|"Claudine Hasser"|"Av 604 No 260 25"|17.034|16.82|"8,405 19,852 22,203"
17904|"16-04-2022"|66476.72|"Kylie Kalf"|"St 263 No 882 02"|10.599|27.39|"24,737 27,768 29,678"
17570|"01-05-2022"|39027.42|"Jaquelin Rysom"|"Av 937 No 263 30"|9.956|22.03|"24,543 20,185 21,348"
17623|"01-05-2022"|23088.74|"Matthaeus Krysztofiak"|"Av 975 No 264 28"|5.89|20.74|"26,599 22,331 13,301"
17318|"21-05-2022"|70049.32|"Rafferty Drewett"|"Av 237 No 264 25"|29.783|20.46|"9,961 29,728 21,687"
17234|"21-05-2022"|66236.74|"Raffarty Trouncer"|"Av 030 No 264 54"|28.162|22.73|"25,252 26,823 16,114"
17730|"21-04-2022"|166709.47|"Templeton Aronowicz"|"Av 519 No 266 88"|28.352|18.7|"24,121 23,518 8,474"
17879|"16-04-2022"|96256.08|"Katee Imeson"|"Av 180 No 267 15"|15.347|28.52|"28,56 28,239 28,775"
17411|"11-05-2022"|55840.24|"Filippo Riall"|"Av 497 No 267 09"|16.28|21.41|"17,871 23,191 23,181"
17232|"21-05-2022"|32196.39|"Tadeas De Dei"|"St 268 No 271 55"|13.689|22.46|"25,381 19,924 22,088"
17715|"21-04-2022"|106210.26|"Lanita Damiata"|"Av 743 No 271 39"|18.063|23.62|"26,828 18,862 25,167"
17352|"21-05-2022"|54032.266|"Shurlocke Jansema"|"Av 293 No 272 44"|22.973|19.0|"16,497 14,054 26,438"
17706|"21-04-2022"|174776.83|"Dori Harkins"|"Av 655 No 273 07"|29.724|13.7|"16,813 12,934 11,363"
17859|"16-04-2022"|185167.67|"Nikolaos Jedrychowski"|"Av 821 No 274 36"|29.523|11.91|"6,695 5,519 23,522"
17613|"01-05-2022"|113330.83|"Olav Jennery"|"Av 631 No 276 71"|28.911|19.28|"12,269 23,697 21,881"
17779|"21-04-2022"|110779.01|"Paul MacLeod"|"Av 127 No 276 09"|18.84|18.34|"11,652 17,431 25,95"
17017|"31-05-2022"|45613.12|"Chev Minogue"|"Av 006 No 276 42"|29.09|17.16|"9,499 25,33 16,637"
17562|"01-05-2022"|35471.99|"My Pedro"|"Av 539 No 279 46"|9.049|10.97|"10,035 5,544 17,341"
17603|"01-05-2022"|94412.96|"Siffre Davidow"|"St 281 No 493 51"|24.085|19.44|"19,702 27,251 11,355"
17129|"31-05-2022"|18728.191|"Cathie Mosten"|"Av 554 No 281 72"|11.944|11.1|"13,852 8,09 11,353"
17355|"21-05-2022"|46059.02|"Maxine Aleso"|"St 283 No 500 06"|19.583|17.81|"17,935 27,766 7,732"
17070|"31-05-2022"|33277.664|"Calypso Constant"|"St 283 No 910 85"|21.223|17.44|"7,745 22,635 21,935"
17995|"16-04-2022"|47485.16|"Eadie Blenkhorn"|"St 284 No 150 30"|7.571|23.11|"27,618 11,877 29,832"
17450|"11-05-2022"|33360.082|"Maxine Collington"|"St 285 No 456 50"|9.726|17.38|"29,431 10,186 12,521"
17528|"01-05-2022"|89524.734|"Ulrikaumeko McCrone"|"Av 816 No 285 08"|22.838|23.48|"14,586 28,195 27,656"
17082|"31-05-2022"|42177.633|"Daphene Molfino"|"Av 463 No 287 39"|26.899|13.63|"15,036 14,566 11,282"
17593|"01-05-2022"|109975.32|"Rosaline Trundler"|"St 290 No 861 15"|28.055|16.62|"27,273 8,817 13,769"
17486|"11-05-2022"|21077.29|"Stefanie Pettingill"|"St 291 No 352 71"|6.145|16.97|"23,979 18,122 8,808"
17034|"31-05-2022"|21172.703|"Nanny Learmouth"|"Av 208 No 295 17"|13.503|19.72|"25,26 16,441 17,458"
17203|"21-05-2022"|50518.395|"Tiffie Caen"|"St 297 No 702 39"|21.479|15.7|"28,396 7,143 11,554"
17930|"16-04-2022"|94198.87|"Vin Kynge"|"Av 140 No 298 58"|15.019|22.59|"20,484 21,482 25,803"
17481|"11-05-2022"|38961.258|"Gardy McNabb"|"St 299 No 203 74"|11.359|8.31|"7,993 10,056 6,866"
17665|"01-05-2022"|90304.81|"Addi Duddridge"|"St 300 No 579 59"|23.037|24.71|"26,297 29,881 17,954"
17340|"21-05-2022"|14448.274|"Carmella Romao"|"St 301 No 481 21"|6.143|17.84|"20,862 20,87 11,781"
17244|"21-05-2022"|14415.347|"Wendye Coram"|"Av 574 No 303 44"|6.129|14.93|"26,895 12,745 5,152"
17821|"21-04-2022"|121016.07|"Odelle Melluish"|"Av 981 No 304 17"|20.581|15.15|"14,519 11,461 19,482"
17630|"01-05-2022"|39293.98|"Franni Domone"|"Av 234 No 304 64"|10.024|16.13|"5,422 27,24 15,719"
17723|"21-04-2022"|87547.17|"Cyndi Boshere"|"Av 061 No 304 30"|14.889|14.06|"10,349 24,883 6,962"
17408|"11-05-2022"|55634.438|"Dalt Dybald"|"Av 121 No 305 81"|16.22|18.46|"19,572 11,9 23,903"
17248|"21-05-2022"|56323.105|"Quintana Flannery"|"Av 493 No 306 84"|23.947|19.38|"21,143 18,326 18,656"
17620|"01-05-2022"|41508.773|"Gladys Godball"|"St 307 No 338 64"|10.589|26.3|"24,86 28,946 25,104"
17760|"21-04-2022"|66367.445|"Elianora Josupeit"|"Av 454 No 307 96"|11.287|20.03|"15,244 29,382 15,476"
17464|"11-05-2022"|58481.33|"Jacquette Llewelly"|"Av 957 No 310 28"|17.05|18.08|"20,966 6,066 27,205"
17209|"21-05-2022"|50294.953|"Shannah Goodricke"|"St 310 No 684 38"|21.384|25.49|"29,083 21,477 25,913"
17297|"21-05-2022"|31773.033|"Valdemar Kemery"|"Av 037 No 310 78"|13.509|12.25|"8,785 18,723 9,25"
17161|"31-05-2022"|11887.008|"Karel Beert"|"Av 509 No 311 78"|7.581|17.26|"28,089 9,518 14,166"
17452|"11-05-2022"|91148.555|"Fania Burton"|"Av 726 No 311 67"|26.574|14.65|"26,292 7,732 9,937"
17657|"01-05-2022"|104644.13|"Simeon Swedeland"|"Av 225 No 312 35"|26.695|19.87|"29,142 17,299 13,181"
17753|"21-04-2022"|141119.77|"Chrisse Ondrich"|"Av 480 No 313 07"|24.0|13.77|"16,32 6,611 18,391"
17426|"11-05-2022"|33366.94|"Glenn Biermatowicz"|"St 314 No 646 35"|9.728|11.66|"14,137 7,83 13,009"
17560|"01-05-2022"|77231.64|"Osmund Manz"|"St 315 No 224 25"|19.702|11.78|"9,462 13,649 12,238"
17680|"21-04-2022"|82408.06|"Carola Edgeson"|"St 315 No 441 33"|14.015|16.15|"9,51 14,408 24,542"
17828|"21-04-2022"|36432.418|"Cammie Shakesbye"|"St 315 No 550 93"|6.196|11.82|"11,07 18,445 5,958"
17717|"21-04-2022"|108497.58|"Tasha Torrejon"|"St 316 No 823 42"|18.452|16.32|"16,691 19,82 12,434"
17133|"31-05-2022"|43471.23|"Clementine Emmer"|"Av 179 No 316 90"|27.724|17.34|"25,167 21,034 5,811"
17771|"21-04-2022"|87758.85|"Rebekkah Belhomme"|"Av 629 No 317 25"|14.925|16.79|"22,28 18,896 9,187"
17608|"01-05-2022"|91073.125|"Sax Blagdon"|"St 317 No 697 92"|23.233|10.58|"5,604 18,565 7,581"
17974|"16-04-2022"|37920.39|"Rhonda Kubista"|"Av 874 No 318 50"|6.046|19.62|"21,342 21,831 15,695"
17950|"16-04-2022"|177515.84|"Darill Wedderburn"|"Av 764 No 318 80"|28.303|23.35|"27,639 13,873 28,533"
17758|"21-04-2022"|78797.74|"Hanna Sabater"|"Av 643 No 318 42"|13.401|22.67|"17,036 29,636 21,34"
17778|"21-04-2022"|119234.44|"Cheslie Payne"|"St 318 No 619 61"|20.278|17.77|"15,355 22,309 15,645"
17577|"01-05-2022"|26056.174|"Lynna Pallent"|"St 318 No 315 42"|6.647|17.97|"19,665 10,325 23,92"
17724|"21-04-2022"|34697.82|"Fairfax Gye"|"Av 430 No 319 17"|5.901|20.49|"27,817 11,728 21,929"
17763|"21-04-2022"|82443.336|"Eberto Becks"|"Av 536 No 319 91"|14.021|23.93|"29,529 13,137 29,111"
17095|"31-05-2022"|31372.545|"Hillel Jorin"|"Av 838 No 319 93"|20.008|21.6|"11,981 28,735 24,086"
17489|"11-05-2022"|95549.234|"Richy Van Saltsberg"|"St 320 No 557 31"|27.857|13.12|"7,699 26,086 5,581"
17142|"31-05-2022"|36573.6|"Paxon Kordova"|"St 320 No 158 84"|23.325|17.8|"23,82 16,29 13,29"
17857|"16-04-2022"|107037.61|"Faydra Soloway"|"Av 051 No 320 32"|17.066|18.0|"12,155 20,203 21,656"
17094|"31-05-2022"|12716.48|"Donnamarie Crosfield"|"Av 841 No 321 95"|8.11|18.84|"15,604 25,241 15,674"
17888|"16-04-2022"|36157.965|"Arlina Leachman"|"St 324 No 278 14"|5.765|23.44|"18,158 26,29 25,877"
17148|"31-05-2022"|17425.184|"Towney Goodlett"|"Av 137 No 324 04"|11.113|12.63|"23,734 9,077 5,067"
17156|"31-05-2022"|46030.207|"Belita Lantiff"|"Av 788 No 327 53"|29.356|13.01|"5,331 14,533 19,163"
17615|"01-05-2022"|23445.46|"Eolande Drummond"|"St 327 No 893 58"|5.981|24.99|"29,778 20,83 24,353"
17663|"01-05-2022"|24013.86|"Jaclyn Rittelmeyer"|"St 328 No 818 19"|6.126|18.4|"14,332 22,289 18,568"
17676|"01-05-2022"|92645.05|"Jannelle Spira"|"Av 417 No 330 71"|23.634|15.06|"18,463 20,93 5,79"
17252|"21-05-2022"|66561.32|"Jaclin Kleyn"|"Av 205 No 331 44"|28.3|13.6|"9,076 25,374 6,338"
17270|"21-05-2022"|64912.57|"Harris Shillitoe"|"Av 298 No 332 42"|27.599|13.21|"5,107 24,734 9,789"
17491|"11-05-2022"|26136.523|"Louisa Cowey"|"St 336 No 493 74"|7.62|17.13|"29,61 16,486 5,297"
17664|"01-05-2022"|56048.016|"Rodd Durbridge"|"Av 002 No 337 32"|14.298|19.91|"19,533 18,775 21,416"
17727|"21-04-2022"|151145.14|"Patty Coull"|"St 338 No 064 71"|25.705|18.19|"14,113 27,983 12,478"
17089|"31-05-2022"|23280.096|"Annmarie Lehenmann"|"St 339 No 507 35"|14.847|18.76|"12,903 18,199 25,176"
17331|"21-05-2022"|22188.674|"Elinor Jager"|"Av 351 No 340 12"|9.434|18.73|"26,243 24,283 5,674"
17168|"31-05-2022"|21497.28|"Janna Cowwell"|"St 342 No 186 61"|13.71|18.7|"28,479 20,792 6,834"
17300|"21-05-2022"|22101.65|"Clemmie Dolman"|"Av 057 No 342 68"|9.397|13.26|"7,093 21,57 11,13"
17508|"11-05-2022"|45649.74|"Felice Brotherheed"|"St 343 No 443 16"|13.309|12.76|"11,496 16,223 10,575"
17269|"21-05-2022"|59735.844|"Alleyn Clemenzo"|"Av 742 No 343 04"|25.398|18.0|"17,559 17,885 18,553"
17242|"21-05-2022"|14744.625|"Romona Saint"|"Av 384 No 346 80"|6.269|10.14|"7,711 16,748 5,97"
17247|"21-05-2022"|56414.832|"Flossie Rhodes"|"Av 026 No 346 81"|23.986|14.46|"10,78 19,946 12,643"
17145|"31-05-2022"|27966.848|"Jeni Fanton"|"Av 104 No 348 45"|17.836|15.09|"26,522 6,95 11,784"
17351|"21-05-2022"|65535.848|"Rabbi Veivers"|"St 350 No 652 99"|27.864|18.77|"8,194 26,162 21,945"
17590|"01-05-2022"|27671.209|"Orran Wilfling"|"Av 735 No 351 66"|7.059|15.95|"5,199 18,067 24,592"
17279|"21-05-2022"|69625.96|"Ellis Lafflin"|"Av 677 No 354 82"|29.603|15.34|"19,499 16,04 10,473"
17809|"21-04-2022"|98478.07|"Siffre Guterson"|"St 358 No 385 05"|16.748|14.89|"8,836 28,028 7,798"
17598|"01-05-2022"|105957.33|"Eadith Lanfare"|"St 363 No 216 82"|27.03|16.55|"12,471 16,424 20,76"
17482|"11-05-2022"|55764.777|"Way Studdeard"|"St 364 No 099 67"|16.258|12.16|"20,827 7,858 7,806"
17276|"21-05-2022"|12980.633|"Lynnet Wallett"|"St 365 No 177 03"|5.519|13.82|"6,724 14,391 20,336"
17940|"16-04-2022"|116527.12|"Stanislaus Fendlen"|"St 365 No 907 87"|18.579|22.27|"25,968 26,856 13,984"
17787|"21-04-2022"|126331.586|"Sigismund Minmagh"|"St 367 No 682 11"|21.485|12.31|"16,954 13,457 6,506"
17069|"31-05-2022"|29144.416|"Dasie Laraway"|"Av 321 No 368 10"|18.587|16.02|"25,432 17,122 5,518"
17459|"11-05-2022"|76063.46|"Lanna McCloughlin"|"Av 467 No 369 85"|22.176|19.94|"7,376 27,678 24,763"
17353|"21-05-2022"|32873.766|"Tomaso Tweddle"|"St 370 No 633 84"|13.977|11.56|"13,408 13,789 7,483"
17970|"16-04-2022"|119763.46|"Carlyn Devinn"|"St 373 No 167 16"|19.095|24.77|"23,645 21,807 28,868"
17691|"21-04-2022"|33468.902|"Tomaso Owain"|"Av 929 No 373 43"|5.692|19.73|"27,619 8,201 23,38"
17277|"21-05-2022"|31733.049|"Hilary Kenson"|"Av 599 No 374 56"|13.492|14.81|"17,478 10,894 16,048"
17783|"21-04-2022"|88317.45|"Jemima Oakenfull"|"St 374 No 514 74"|15.02|15.24|"14,586 25,842 5,291"
17972|"16-04-2022"|113372.31|"Rosaline Flack"|"Av 392 No 374 86"|18.076|17.8|"18,287 15,095 20,017"
17905|"16-04-2022"|101787.96|"Jarid Parlour"|"St 374 No 360 66"|16.229|19.17|"16,491 22,362 18,667"
17472|"11-05-2022"|20837.19|"Deena Bowdery"|"St 374 No 195 16"|6.075|20.22|"29,052 14,38 17,22"
17673|"01-05-2022"|30611.201|"Naoma Wardingly"|"St 378 No 968 75"|7.809|16.28|"7,016 17,488 24,347"
17090|"31-05-2022"|11614.176|"Giffer Beagles"|"Av 502 No 379 41"|7.407|13.78|"16,224 5,763 19,357"
17522|"01-05-2022"|107258.766|"Gunilla Delyth"|"Av 897 No 380 43"|27.362|15.49|"22,591 16,009 7,871"
17698|"21-04-2022"|47663.2|"Pattin De Ruggero"|"Av 873 No 381 62"|8.106|13.08|"13,949 15,756 9,543"
17044|"31-05-2022"|28616.0|"Tammy Skellorne"|"Av 932 No 381 87"|18.25|16.49|"15,172 24,069 10,227"
17707|"21-04-2022"|85830.21|"Sarita Halversen"|"St 386 No 301 27"|14.597|19.01|"22,266 25,098 9,67"
17202|"21-05-2022"|65079.562|"Bondon Weeden"|"St 387 No 594 42"|27.67|15.84|"10,609 21,82 15,084"
17924|"16-04-2022"|55394.13|"Sascha Keyte"|"Av 316 No 388 56"|8.832|22.59|"28,27 27,565 11,92"
17191|"21-05-2022"|68795.71|"Ossie Dowtry"|"Av 692 No 390 42"|29.25|24.53|"16,446 29,358 27,781"
17442|"11-05-2022"|21269.367|"Giorgia Aizlewood"|"St 396 No 810 62"|6.201|12.67|"10,003 8,984 19,009"
17055|"31-05-2022"|19121.76|"Joela Taree"|"St 396 No 448 58"|12.195|17.71|"5,935 20,576 26,626"
17441|"11-05-2022"|61341.94|"Angelique Balls"|"Av 446 No 396 62"|17.884|13.31|"5,577 7,525 26,836"
17373|"11-05-2022"|92256.44|"Danette Chill"|"Av 461 No 397 05"|26.897|17.69|"6,271 25,131 21,674"
17551|"01-05-2022"|105173.33|"Boone Semper"|"Av 809 No 397 34"|26.83|17.9|"24,853 9,81 19,03"
17386|"11-05-2022"|81119.266|"Harman Balaizot"|"Av 824 No 397 66"|23.65|14.87|"15,332 12,861 16,405"
17842|"16-04-2022"|46073.965|"Der Rickeard"|"St 399 No 358 20"|7.346|20.01|"19,404 19,351 21,26"
17558|"01-05-2022"|47302.52|"Tab Stebbings"|"Av 581 No 400 39"|12.067|15.46|"13,632 14,717 18,038"
17306|"21-05-2022"|59124.324|"Erinna Devaney"|"Av 372 No 400 05"|25.138|16.95|"7,836 15,766 27,254"
17079|"31-05-2022"|36821.344|"Linnet Gittis"|"Av 302 No 401 80"|23.483|15.44|"19,738 6,918 19,666"
17735|"21-04-2022"|32980.863|"Shepherd Skough"|"St 401 No 454 94"|5.609|16.53|"6,855 22,431 20,297"
17814|"21-04-2022"|85777.3|"Hasheem Beasley"|"St 402 No 057 65"|14.588|14.57|"9,101 8,581 26,014"
17701|"21-04-2022"|48621.637|"Filippa Dudlestone"|"St 403 No 344 26"|8.269|16.06|"22 20,052 6,139"
17473|"11-05-2022"|72441.39|"Felicity Emerine"|"Av 786 No 404 36"|21.12|18.94|"24,28 12,663 19,874"
17969|"16-04-2022"|107714.984|"Giuseppe Burkart"|"Av 622 No 404 18"|17.174|17.66|"18,014 23,288 11,665"
17040|"31-05-2022"|44253.664|"Joel Ahmad"|"St 405 No 905 04"|28.223|24.03|"28,057 21,525 22,499"
17080|"31-05-2022"|43380.29|"Agnesse Blazhevich"|"Av 076 No 407 61"|27.666|23.31|"26,778 23,096 20,052"
17131|"31-05-2022"|24785.377|"Cati Nayer"|"St 408 No 980 11"|15.807|15.28|"14,946 24,385 6,499"
17087|"31-05-2022"|11255.104|"Lorelei Sanger"|"St 409 No 621 91"|7.178|12.18|"10,716 14,718 11,1"
17586|"01-05-2022"|24805.697|"Teressa Danilishin"|"Av 954 No 409 33"|6.328|16.69|"10,395 23,401 16,272"
17468|"11-05-2022"|59661.246|"Rahal Petrusch"|"St 414 No 371 50"|17.394|14.15|"10,275 25,292 6,869"
17028|"31-05-2022"|8493.856|"Teddy Stanyforth"|"St 417 No 074 99"|5.417|20.11|"21,188 28,107 11,032"
17774|"21-04-2022"|120298.72|"Pernell Kuschke"|"Av 794 No 417 89"|20.459|18.58|"12,117 15,891 27,74"
17042|"31-05-2022"|19711.328|"Ainsley Filippo"|"St 419 No 796 11"|12.571|9.53|"12,833 7,882 7,874"
17335|"21-05-2022"|47239.72|"Lev Frenzl"|"St 419 No 804 79"|20.085|20.66|"16,534 15,816 29,637"
17692|"21-04-2022"|110708.45|"Ambrose Heugh"|"St 419 No 859 65"|18.828|16.63|"12,746 21,218 15,94"
17220|"21-05-2022"|51565.027|"Baxie Kneeland"|"St 421 No 580 57"|21.924|15.58|"14,132 15,904 16,702"
17607|"01-05-2022"|102437.18|"Rudolfo Bonin"|"St 422 No 676 49"|26.132|16.51|"23,127 15,496 10,913"
17164|"31-05-2022"|18318.943|"Ernaline Dillicate"|"Av 636 No 426 55"|11.683|22.24|"23,846 26,15 16,734"
17372|"11-05-2022"|65101.21|"Antoinette Kapelhoff"|"St 427 No 773 95"|18.98|11.62|"10,618 5,249 18,982"
17221|"21-05-2022"|31241.482|"Kaylee Magwood"|"St 427 No 936 94"|13.283|22.87|"29,162 14,366 25,084"
17801|"21-04-2022"|76286.99|"Lanie Walsh"|"Av 297 No 428 56"|12.974|16.45|"19,983 15,618 13,754"
17903|"16-04-2022"|155388.3|"Dawna Raiman"|"Av 188 No 428 78"|24.775|16.92|"11,975 24,41 14,366"
17282|"21-05-2022"|31671.896|"Katuscha Djorvic"|"St 428 No 154 17"|13.466|24.75|"27,706 26,411 20,135"
17068|"31-05-2022"|32217.695|"Cathlene Kluge"|"St 429 No 572 80"|20.547|18.68|"25,483 24,444 6,102"
17561|"01-05-2022"|67188.625|"Brandyn Skirrow"|"Av 640 No 429 72"|17.14|23.07|"24,908 27,509 16,794"
17096|"31-05-2022"|42119.617|"Bambi Fallis"|"St 429 No 753 74"|26.862|17.29|"14,711 19,567 17,581"
17804|"21-04-2022"|46981.12|"Gaston Deme"|"Av 952 No 429 73"|7.99|23.35|"23,194 28,718 18,143"
17884|"16-04-2022"|171871.06|"Rochella Bonaire"|"Av 491 No 430 93"|27.403|22.72|"13,435 26,083 28,63"
17471|"11-05-2022"|84141.086|"Clerc Treleven"|"Av 480 No 430 78"|24.531|15.22|"6,807 21,296 17,557"
17265|"21-05-2022"|40209.62|"Lorie Firbank"|"St 430 No 436 26"|17.096|14.83|"11,204 14,597 18,701"
17819|"21-04-2022"|126172.83|"Halie Lovart"|"Av 850 No 434 89"|21.458|14.89|"9,173 22,887 12,614"
17251|"21-05-2022"|39936.79|"Waverley Drover"|"Av 988 No 437 40"|16.98|23.79|"26,093 18,557 26,731"
17315|"21-05-2022"|46915.145|"Marillin Kinsett"|"St 439 No 613 74"|19.947|20.77|"21,382 14,629 26,309"
17681|"21-04-2022"|114459.88|"Maryjane Alelsandrovich"|"Av 456 No 440 55"|19.466|14.62|"13,322 18,626 11,899"
17546|"01-05-2022"|35005.51|"Jewell Lassell"|"St 443 No 269 78"|8.93|14.93|"9,787 28,116 6,9"
17492|"11-05-2022"|28832.496|"Bennett Heindrich"|"Av 270 No 443 04"|8.406|18.85|"22,511 14,168 19,885"
17853|"16-04-2022"|134822.48|"Vern Connichie"|"St 443 No 776 07"|21.496|24.31|"22,055 26,447 24,437"
17035|"31-05-2022"|28076.607|"Laughton Gorgen"|"Av 216 No 444 30"|17.906|14.16|"17,114 7,195 18,169"
17648|"01-05-2022"|97545.03|"Gary Babidge"|"Av 826 No 446 04"|24.884|13.61|"7,24 25,414 8,187"
17515|"11-05-2022"|32773.555|"Costa Phillimore"|"Av 467 No 446 52"|9.555|15.43|"15,824 19,927 10,547"
17695|"21-04-2022"|39090.17|"Guillermo Brunker"|"St 447 No 005 22"|6.648|12.3|"20,056 10,608 6,239"
17977|"16-04-2022"|145277.88|"Ninetta Chattock"|"St 447 No 898 79"|23.163|10.12|"12,351 5,912 12,1"
17290|"21-05-2022"|56130.242|"Olivero Whistlecraft"|"St 448 No 360 07"|23.865|16.38|"6,627 13,183 29,321"
17456|"11-05-2022"|96609.1|"Odetta Wisham"|"Av 207 No 448 84"|28.166|15.96|"9,007 26,812 12,072"
17737|"21-04-2022"|133928.53|"Ashley Alflat"|"St 449 No 104 01"|22.777|20.29|"16,571 18,436 25,86"
17427|"11-05-2022"|38120.91|"Olenolin Clac"|"Av 489 No 450 33"|11.114|13.64|"6,652 28,502 5,76"
17907|"16-04-2022"|144525.23|"Sondra Paik"|"Av 270 No 451 69"|23.043|20.48|"28,837 19,099 13,5"
17054|"31-05-2022"|11789.792|"Heddi Skewes"|"Av 804 No 451 37"|7.519|12.15|"14,035 11,826 10,589"
17678|"21-04-2022"|154720.17|"Delaney Chittenden"|"Av 220 No 452 00"|26.313|26.79|"29,887 29,683 20,802"
17032|"31-05-2022"|32140.863|"Binny Vivian"|"St 453 No 914 95"|20.498|19.82|"24,727 21,887 12,835"
17952|"16-04-2022"|60587.33|"Neddie Enders"|"St 453 No 937 40"|9.66|21.26|"25,612 29,03 9,147"
17158|"31-05-2022"|13845.44|"Lane Follan"|"St 454 No 373 95"|8.83|17.04|"25,253 19,206 6,668"
17101|"31-05-2022"|43237.6|"Eric Roddell"|"Av 132 No 455 51"|27.575|16.0|"12,339 15,739 19,931"
17589|"01-05-2022"|56541.938|"Verna Giannotti"|"Av 822 No 455 64"|14.424|18.39|"19,181 28,061 7,913"
17688|"21-04-2022"|111872.69|"Petronella Probat"|"Av 714 No 456 08"|19.026|17.86|"18,251 8,658 26,67"
17901|"16-04-2022"|89287.91|"Bevvy Sumpton"|"St 456 No 289 81"|14.236|18.63|"27,938 11,624 16,337"
17825|"21-04-2022"|126849.02|"Gamaliel Verring"|"St 457 No 457 50"|21.573|10.63|"7,989 10,699 13,21"
17574|"01-05-2022"|43986.207|"Brodie Laye"|"St 458 No 918 06"|11.221|24.17|"19,668 23,281 29,571"
17881|"16-04-2022"|166922.47|"Ximenez Moulder"|"St 459 No 345 82"|26.614|15.4|"23,006 11,166 12,038"
17198|"21-05-2022"|57661.387|"Dorotea McAw"|"Av 988 No 460 93"|24.516|18.9|"19,513 14,799 22,379"
17697|"21-04-2022"|101576.83|"Gillan Avo"|"St 460 No 185 61"|17.275|21.06|"20,869 22,799 19,514"
17507|"11-05-2022"|24527.86|"Bron Coal"|"St 461 No 683 32"|7.151|20.43|"29,075 22,025 10,188"
17375|"11-05-2022"|49580.504|"Ali Cooch"|"St 462 No 828 53"|14.455|17.44|"25,317 21,666 5,327"
17653|"01-05-2022"|76388.84|"Kelci Spensly"|"Av 834 No 463 57"|19.487|18.64|"13,067 18,197 24,67"
17548|"01-05-2022"|109893.0|"Marrissa Slocombe"|"St 464 No 066 42"|28.034|19.61|"11,324 26,611 20,908"
17235|"21-05-2022"|63186.21|"Yvonne Cambden"|"St 466 No 935 36"|26.865|17.18|"19,535 5,681 26,309"
